ctrl_1	ENSG00000248527	2	0	2
ctrl_1	ENSG00000160087	11	2	9
ctrl_1	ENSG00000160075	1	0	1
ctrl_1	ENSG00000078369	1	1	0
ctrl_1	ENSG00000157881	10	2	8
ctrl_1	ENSG00000171735	100	54	46
ctrl_1	ENSG00000074800	9	5	4
ctrl_1	ENSG00000116649	111	53	58
ctrl_1	ENSG00000011021	3	3	0
ctrl_1	ENSG00000127481	1	0	1
ctrl_1	ENSG00000053372	153	89	64
ctrl_1	ENSG00000162545	2	2	0
ctrl_1	ENSG00000075151	1	0	1
ctrl_1	ENSG00000125944	382	185	197
ctrl_1	ENSG00000142676	423	201	222
ctrl_1	ENSG00000188529	201	90	111
ctrl_1	ENSG00000117632	59	29	30
ctrl_1	ENSG00000175087	1	0	1
ctrl_1	ENSG00000198830	130	63	67
ctrl_1	ENSG00000009780	12	5	7
ctrl_1	ENSG00000158161	1	1	0
ctrl_1	ENSG00000198492	28	13	15
ctrl_1	ENSG00000116350	3	3	0
ctrl_1	ENSG00000134644	73	40	33
ctrl_1	ENSG00000184007	3	2	1
ctrl_1	ENSG00000121774	73	37	36
ctrl_1	ENSG00000084623	129	64	65
ctrl_1	ENSG00000116478	76	38	38
ctrl_1	ENSG00000175130	4	4	0
ctrl_1	ENSG00000142920	2	2	0
ctrl_1	ENSG00000116525	1	1	0
ctrl_1	ENSG00000134686	54	25	29
ctrl_1	ENSG00000116560	183	103	80
ctrl_1	ENSG00000146463	7	0	7
ctrl_1	ENSG00000142687	5	1	4
ctrl_1	ENSG00000092847	1	0	1
ctrl_1	ENSG00000116871	2	0	2
ctrl_1	ENSG00000054118	98	42	56
ctrl_1	ENSG00000183431	1	0	1
ctrl_1	ENSG00000183520	4	2	2
ctrl_1	ENSG00000168653	3	2	1
ctrl_1	ENSG00000090621	105	93	81
ctrl_1	ENSG00000066136	59	35	29
ctrl_1	ENSG00000171793	1	0	1
ctrl_1	ENSG00000127124	4	2	2
ctrl_1	ENSG00000198815	7	5	2
ctrl_1	ENSG00000171960	34	113	102
ctrl_1	ENSG00000065978	37	17	20
ctrl_1	ENSG00000142949	5	4	1
ctrl_1	ENSG00000196517	1	0	1
ctrl_1	ENSG00000142945	5	2	3
ctrl_1	ENSG00000117450	74	31	50
ctrl_1	ENSG00000132780	2	2	0
ctrl_1	ENSG00000159592	4	4	0
ctrl_1	ENSG00000132128	1	0	1
ctrl_1	ENSG00000123472	32	11	21
ctrl_1	ENSG00000162368	49	23	26
ctrl_1	ENSG00000162373	4	1	3
ctrl_1	ENSG00000185104	1	0	1
ctrl_1	ENSG00000123080	1	1	0
ctrl_1	ENSG00000123091	7	3	4
ctrl_1	ENSG00000117859	27	15	12
ctrl_1	ENSG00000078618	2	1	1
ctrl_1	ENSG00000157077	4	1	3
ctrl_1	ENSG00000116171	4	2	2
ctrl_1	ENSG00000162604	5	2	3
ctrl_1	ENSG00000162607	87	57	30
ctrl_1	ENSG00000079739	2	1	1
ctrl_1	ENSG00000198160	2	0	2
ctrl_1	ENSG00000116754	79	40	39
ctrl_1	ENSG00000162613	33	16	17
ctrl_1	ENSG00000143013	15	6	9
ctrl_1	ENSG00000162664	15	8	7
ctrl_1	ENSG00000067208	3	0	3
ctrl_1	ENSG00000143033	18	12	6
ctrl_1	ENSG00000067334	2	0	2
ctrl_1	ENSG00000117519	31	17	14
ctrl_1	ENSG00000117569	6	3	3
ctrl_1	ENSG00000162636	1	1	0
ctrl_1	ENSG00000134186	1	1	0
ctrl_1	ENSG00000116266	5	2	3
ctrl_1	ENSG00000143106	101	54	47
ctrl_1	ENSG00000116396	1	1	0
ctrl_1	ENSG00000134248	92	73	84
ctrl_1	ENSG00000134255	2	0	2
ctrl_1	ENSG00000116455	16	8	8
ctrl_1	ENSG00000116473	102	37	65
ctrl_1	ENSG00000116489	157	73	87
ctrl_1	ENSG00000155363	2	0	2
ctrl_1	ENSG00000009307	743	387	356
ctrl_1	ENSG00000092621	23	8	15
ctrl_1	ENSG00000265808	2	2	0
ctrl_1	ENSG00000116128	1	0	1
ctrl_1	ENSG00000264522	2	2	0
ctrl_1	ENSG00000143401	3	1	2
ctrl_1	ENSG00000117362	166	83	92
ctrl_1	ENSG00000117360	3	2	1
ctrl_1	ENSG00000143384	1	1	0
ctrl_1	ENSG00000143418	2	0	2
ctrl_1	ENSG00000143363	4	4	0
ctrl_1	ENSG00000160679	109	152	107
ctrl_1	ENSG00000160741	3	0	3
ctrl_1	ENSG00000143549	20	4	16
ctrl_1	ENSG00000143612	140	61	79
ctrl_1	ENSG00000143569	235	119	116
ctrl_1	ENSG00000160714	1	0	1
ctrl_1	ENSG00000176444	4	1	3
ctrl_1	ENSG00000132680	13	8	5
ctrl_1	ENSG00000160803	5	1	4
ctrl_1	ENSG00000160789	1	1	0
ctrl_1	ENSG00000163468	242	120	122
ctrl_1	ENSG00000143321	155	61	94
ctrl_1	ENSG00000158773	17	8	9
ctrl_1	ENSG00000143222	3	1	8
ctrl_1	ENSG00000143258	2	2	0
ctrl_1	ENSG00000158864	10	3	7
ctrl_1	ENSG00000185630	9	6	3
ctrl_1	ENSG00000143157	1	0	1
ctrl_1	ENSG00000116132	2	2	0
ctrl_1	ENSG00000117523	107	54	53
ctrl_1	ENSG00000143207	33	16	17
ctrl_1	ENSG00000135821	50	25	25
ctrl_1	ENSG00000162704	15	7	8
ctrl_1	ENSG00000198860	25	8	17
ctrl_1	ENSG00000116679	11	8	3
ctrl_1	ENSG00000047410	6	1	5
ctrl_1	ENSG00000116750	1	0	1
ctrl_1	ENSG00000134369	1	0	1
ctrl_1	ENSG00000134375	8	2	6
ctrl_1	ENSG00000143850	2	1	1
ctrl_1	ENSG00000158615	8	4	4
ctrl_1	ENSG00000117222	16	7	9
ctrl_1	ENSG00000117335	1	1	0
ctrl_1	ENSG00000226986	3	3	0
ctrl_1	ENSG00000117625	29	20	9
ctrl_1	ENSG00000066027	35	15	20
ctrl_1	ENSG00000162819	4	3	1
ctrl_1	ENSG00000143771	1	0	1
ctrl_1	ENSG00000162923	37	17	20
ctrl_1	ENSG00000154380	2	2	0
ctrl_1	ENSG00000143776	2	0	2
ctrl_1	ENSG00000143761	56	31	25
ctrl_1	ENSG00000143793	2	0	2
ctrl_1	ENSG00000173726	85	54	31
ctrl_1	ENSG00000143702	4	2	2
ctrl_1	ENSG00000117020	41	19	22
ctrl_1	ENSG00000179456	17	11	6
ctrl_1	ENSG00000153187	114	56	58
ctrl_1	ENSG00000143727	10	8	2
ctrl_1	ENSG00000134308	449	218	231
ctrl_1	ENSG00000115758	40	16	24
ctrl_1	ENSG00000055917	129	61	68
ctrl_1	ENSG00000119771	2	0	2
ctrl_1	ENSG00000084676	6	3	3
ctrl_1	ENSG00000119772	2	0	2
ctrl_1	ENSG00000084733	1	0	1
ctrl_1	ENSG00000138029	80	37	43
ctrl_1	ENSG00000084764	1	0	1
ctrl_1	ENSG00000228474	287	219	247
ctrl_1	ENSG00000138074	7	6	1
ctrl_1	ENSG00000115216	11	9	2
ctrl_1	ENSG00000075426	14	8	6
ctrl_1	ENSG00000119801	22	12	10
ctrl_1	ENSG00000162961	3	2	1
ctrl_1	ENSG00000119812	37	21	16
ctrl_1	ENSG00000055332	1	0	1
ctrl_1	ENSG00000119787	2	1	1
ctrl_1	ENSG00000115875	69	25	44
ctrl_1	ENSG00000115904	3	1	2
ctrl_1	ENSG00000152154	1	0	1
ctrl_1	ENSG00000115944	2	1	1
ctrl_1	ENSG00000143933	2195	1187	1008
ctrl_1	ENSG00000170802	4	0	4
ctrl_1	ENSG00000115355	1	0	2
ctrl_1	ENSG00000275052	5	3	2
ctrl_1	ENSG00000119866	12	9	3
ctrl_1	ENSG00000115421	1	0	1
ctrl_1	ENSG00000115464	40	28	32
ctrl_1	ENSG00000082898	7	3	4
ctrl_1	ENSG00000115504	5	3	2
ctrl_1	ENSG00000014641	3	1	2
ctrl_1	ENSG00000143952	4	2	2
ctrl_1	ENSG00000138069	49	25	24
ctrl_1	ENSG00000138071	208	106	102
ctrl_1	ENSG00000198369	6	2	4
ctrl_1	ENSG00000143995	1	1	0
ctrl_1	ENSG00000169599	18	6	12
ctrl_1	ENSG00000163017	2	2	0
ctrl_1	ENSG00000115289	17	3	14
ctrl_1	ENSG00000115350	16	7	9
ctrl_1	ENSG00000200488	1	1	0
ctrl_1	ENSG00000034510	621	285	337
ctrl_1	ENSG00000176407	11	5	6
ctrl_1	ENSG00000042493	37	18	19
ctrl_1	ENSG00000168906	73	40	39
ctrl_1	ENSG00000115548	2	2	0
ctrl_1	ENSG00000153561	2	0	2
ctrl_1	ENSG00000084090	1	0	1
ctrl_1	ENSG00000135940	2	0	2
ctrl_1	ENSG00000158417	9	3	6
ctrl_1	ENSG00000144218	1	0	1
ctrl_1	ENSG00000071082	2255	1125	1131
ctrl_1	ENSG00000071054	100	62	38
ctrl_1	ENSG00000071051	5	4	1
ctrl_1	ENSG00000115652	31	22	9
ctrl_1	ENSG00000144136	147	79	68
ctrl_1	ENSG00000115091	369	180	189
ctrl_1	ENSG00000115109	2	0	2
ctrl_1	ENSG00000163166	10	6	4
ctrl_1	ENSG00000136709	9	3	6
ctrl_1	ENSG00000048991	1	0	1
ctrl_1	ENSG00000115866	1	0	1
ctrl_1	ENSG00000121964	1	0	1
ctrl_1	ENSG00000169554	5	5	11
ctrl_1	ENSG00000204406	2	3	2
ctrl_1	ENSG00000135999	8	5	3
ctrl_1	ENSG00000115963	1	1	0
ctrl_1	ENSG00000157827	3	3	0
ctrl_1	ENSG00000144278	6	4	2
ctrl_1	ENSG00000153234	10	6	4
ctrl_1	ENSG00000153250	1	0	1
ctrl_1	ENSG00000115233	83	49	34
ctrl_1	ENSG00000182263	1	0	1
ctrl_1	ENSG00000198586	6	5	1
ctrl_1	ENSG00000128708	172	83	89
ctrl_1	ENSG00000091409	31	9	22
ctrl_1	ENSG00000172845	18	9	9
ctrl_1	ENSG00000138430	2	2	0
ctrl_1	ENSG00000138433	52	33	19
ctrl_1	ENSG00000115966	24	11	13
ctrl_1	ENSG00000154518	1	0	1
ctrl_1	ENSG00000175879	2	1	1
ctrl_1	ENSG00000170144	1409	716	693
ctrl_1	ENSG00000187231	16	8	8
ctrl_1	ENSG00000163510	26	6	20
ctrl_1	ENSG00000170035	2	0	2
ctrl_1	ENSG00000077232	4	3	1
ctrl_1	ENSG00000061676	2	0	2
ctrl_1	ENSG00000065548	127	69	58
ctrl_1	ENSG00000119041	1	1	0
ctrl_1	ENSG00000115524	3	2	1
ctrl_1	ENSG00000115520	22	8	14
ctrl_1	ENSG00000119042	16	10	6
ctrl_1	ENSG00000082153	163	172	134
ctrl_1	ENSG00000138442	75	40	35
ctrl_1	ENSG00000118260	5	3	2
ctrl_1	ENSG00000163249	6	4	2
ctrl_1	ENSG00000115020	3	1	2
ctrl_1	ENSG00000115414	62	34	28
